id,title,description,content,sourceLink,sourcePublishedAt,author,sourceMedia,sourceReferenceImages,sourceVideos
3009,Cincinnati Park Scene with Hovering Car,"A prompt for Grok Imagine requesting a video scene set in a nice city park with a view of Cincinnati, featuring a car hovering in the foreground.",Make the scene a nice city park with a view of Cincinnati with car in foreground hovering,https://x.com/bennash/status/2041805306800263350,2026-04-08T09:08:14.000Z,"{""name"":""Ben Nash"",""link"":""https://x.com/bennash""}",[],[],"[{""id"":""69d75b7436348b0008a8d082"",""url"":""https://video.twimg.com/amplify_video/2041805244024160256/vid/avc1/1280x720/CJTpvRkTiiLUOdPT.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041805244024160256/img/0LKAmsN5iAp0UZpQ.jpg"",""caption"":null}]"
3008,Jetsons Meet Simpsons Video Scene,"A detailed, multi-part prompt for Grok Imagine, requesting a specific scene (Scene 4/7: Elroy) from an imagined episode where the Jetsons meet the Simpsons, focusing on Springfield's First Flying Car Wash.","Jetsons in 2030 – Meeting the Simpsons!
Episode 2: Springfield’s First Flying Car Wash!
Scene 4/7: Elroy",https://x.com/positive_jetson/status/2041962205990514945,2026-04-08T19:31:42.000Z,"{""name"":""ITALKTOGROK"",""link"":""https://x.com/positive_jetson""}",[],[],"[{""id"":""69d75b7436348b0008a8d081"",""url"":""https://video.twimg.com/amplify_video/2041961314080231424/vid/avc1/464x688/sW7ZRER5cikdUBw8.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041961314080231424/img/_zTn0GTHPcTzTMaX.jpg"",""caption"":null}]"
2959,Anime/Live-Action Remake: 'Departure in the Sunset' Full Scene,"A detailed Grok Imagine prompt for generating both anime and live-action versions of a scene from 'Departure in the Sunset.' The scene features two girls, Kururu and Tsugumi, standing on a hill overlooking a ruined city at sunset, focusing on their profiles and dialogue.",背景は、夕日に照らされた荒廃とした街並み、崩れかけたビル、落ちかけた橋、廃墟となったビル群、道路には、乗り捨てられた車で溢れている。 小高い丘の上に立って廃墟の街を眺めている。 女の子その1:(くるる)少し背が低い、髪はショートカット金色、ボウガンを持っている。スカートはタイトスカートミニ左右にスリットがはいっている。タクティカルタイプ。女の子その2:(つぐみ)少し背が高い、髪はポニーテール紫色、ズボンはダメージジーンズ、上着は、革ジャン、日本刀を持っている。 バストアップで顔だけを横顔でカメラに捉える。 二人の頬が夕日に照らされて少し紅色になっている。 女の子その1:くるるがなにか話す。 つぐみが無言で頷く。アニメ調,https://x.com/03abe_takashi/status/2041447104485204430,2026-04-07T09:24:52.000Z,"{""name"":""阿部 孝"",""link"":""https://x.com/03abe_takashi""}",[],[],"[{""id"":""69d60a0c9949510004c6d589"",""url"":""https://video.twimg.com/amplify_video/2041445994626490368/vid/avc1/1280x720/MRhOsU2SyhzuUqhW.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041445994626490368/img/joDYILdE15Xhak5r.jpg"",""caption"":null},{""id"":""69d60a0c9949510004c6d58a"",""url"":""https://video.twimg.com/amplify_video/2041446756165226496/vid/avc1/1280x720/vDkdFgdwgGorAWTb.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041446756165226496/img/sgi6K1agCRJMkiOO.jpg"",""caption"":null}]"
2958,Organic Bioluminescent Zoom In/Out video,"A user shares a successful prompt combination used with Grok Imagine's speed mode, combining a base photo prompt ('Organic Bioluminescent') with a video prompt ('Zoom in and out') after uploading a photo. This is a video generation prompt for Grok Imagine.",Organic Bioluminescent for the base photo prompt and Zoom in and out for the video prompt,https://x.com/keepgoingAnnie/status/2041239957151658067,2026-04-06T19:41:44.000Z,"{""name"":""Lala"",""link"":""https://x.com/keepgoingAnnie""}",[],[],"[{""id"":""69d60a099949510004c6d588"",""url"":""https://video.twimg.com/amplify_video/2041238598985637888/vid/avc1/720x720/cvH1ibL5Fw_nZCmY.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041238598985637888/img/jXGGmV1_ksOAVs5q.jpg"",""caption"":null}]"
2957,Black and Pink Roses for Elon Musk,"A Grok Imagine video prompt describing a specific visual scene involving black and pink roses in a vase on a table, with detailed instructions about the appearance of a woman (135 pounds, long brown hair, blue eyes, pink lacy dress) who is presumably the subject of the video, framed as a response to chasing Elon Musk.","Me after years of chasing @elonmusk 
I want black and pink roses and what I mean make her 135 pounds with long brown hair and blue eyes wearing a pink stray Lacey dress by that is I want them to be outlined in Black in the centers to be pink sitting in a vase on a table in a room by can...",https://x.com/BrokenWings53/status/2041627572505604605,2026-04-07T21:21:59.000Z,"{""name"":""HisMoonRey"",""link"":""https://x.com/BrokenWings53""}",[],[],"[{""id"":""69d60a089949510004c6d587"",""url"":""https://video.twimg.com/amplify_video/2041627518000885760/vid/avc1/464x688/ideosfrICJ3k7SU_.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041627518000885760/img/EKGSpX3iXiw7qfa9.jpg"",""caption"":null}]"
2956,Dialogue Scene Video Prompt,A narrative prompt for Grok Imagine to generate a video depicting a dramatic dialogue scene between a man and a woman.,"The man yells at woman, ""let go of my pensions vurginia!"" Old woman yells, "" you let go Roger, you deployment dodging bitch!...",https://x.com/davidmedic81/status/2041364258466734363,2026-04-07T03:55:40.000Z,"{""name"":""BerserkerMedic"",""link"":""https://x.com/davidmedic81""}",[],[],"[{""id"":""69d60a077a7294000427a13f"",""url"":""https://video.twimg.com/amplify_video/2041364203768840192/vid/avc1/464x688/lk_eOI8mzzOpCCzE.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041364203768840192/img/-ST3FPafMW_AWFMh.jpg"",""caption"":null}]"
2955,Cinematic Biomechanical Product Shot Video (Truncated),"A prompt for Grok Imagine requesting a cinematic product shot video of a detailed biomechanical head-mounted mask, featuring organic, bone-like casing, rusted metal, and dramatic rim lighting, though the prompt is truncated.","Cinematic product shot of a biomechanical head-mounted mask, organic bone-like casing fused with rusted metal parts and human-like teeth, wires and glowing red sensors protruding from the back, dramatic studio rim lighting against a smoky black backg...",https://x.com/salikov_/status/2041552756628988152,2026-04-07T16:24:42.000Z,"{""name"":""iGor Salikov"",""link"":""https://x.com/salikov_""}",[],[],"[{""id"":""69d60a06bc8b5d00045578da"",""url"":""https://video.twimg.com/amplify_video/2041552693505011712/vid/avc1/1280x720/9NZ_xr4w-GEtVxiE.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041552693505011712/img/kSldmxTgYV1zdCiZ.jpg"",""caption"":null}]"
2954,Goldendoodle Digging on the Moon Video,"A prompt for Grok Imagine to create a realistic video of a goldendoodle dog digging craters on the moon, with the Earth visible rising in the background.",Make a realistic video with this goldendoodle digging craters on the moon with earth rising behind,https://x.com/WeeVolunteer/status/2041650346947207597,2026-04-07T22:52:29.000Z,"{""name"":""Wee Volunteer"",""link"":""https://x.com/WeeVolunteer""}",[],[],"[{""id"":""69d60a059c694100049b814d"",""url"":""https://video.twimg.com/amplify_video/2041650285643472896/vid/avc1/640x480/HKgaCcag8gS2wszW.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041650285643472896/img/q-0XlsRYLB1kpxAU.jpg"",""caption"":null}]"
2953,Abstract High Fashion Photo Prompt,"A detailed prompt for Grok Imagine to generate a high-fashion abstract figure captured in a candid 35mm style, emphasizing color-blocking, 80s anime aesthetics, and raw, tactile textures. Note: Although labeled 'photo prompt', Grok Imagine is a video model, so this will likely result in a short, static-camera video.","candid 35mm capture of high fashion abstract figure in color-blocked vinyl and knit, natural window light creating shallow bokeh and subtle handheld shake, vibrant yellow-blue 80s heavy anime cel blocks fracturing halftone dots across surfaces, organic distortion on exaggerated proportions, vertical phone lock screen framing with leading color edges, raw tactile vinyl sheen and knit imperfections, bold contrast palette with unedited snapshot vibe",https://x.com/QuinnWR/status/2041388099717173490,2026-04-07T05:30:24.000Z,"{""name"":""Quinn Woods-Robinson"",""link"":""https://x.com/QuinnWR""}",[],[],"[{""id"":""69d60a039c694100049b814c"",""url"":""https://video.twimg.com/amplify_video/2041387977197473792/vid/avc1/720x1280/NDku_l6klQRTBMM2.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041387977197473792/img/St6vR7GN20OafBxx.jpg"",""caption"":null}]"
2952,Elon Musk says 'this is gonna make a movie one day!',A video generation prompt for Grok Imagine featuring Elon Musk saying a specific quote and then showing humanity how something is done.,"Have Elon musk say “this is gonna make a movie one day!” So, let’s show humanity how it’s done!...",https://x.com/TIME2064/status/2041541855662239923,2026-04-07T15:41:23.000Z,"{""name"":""T͜͡i͜͡m͜͡e͜͡"",""link"":""https://x.com/TIME2064""}",[],[],"[{""id"":""69d60a02bc8b5d00045578d9"",""url"":""https://video.twimg.com/amplify_video/2041541802906521600/vid/avc1/752x416/vXDbYELR-RNlIkZa.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041541802906521600/img/d1U63uhlfE2ayjX9.jpg"",""caption"":null}]"
2951,Dramatic cinematic sequence of an East Asian female cyborg warrior,"An extensive, highly detailed video generation prompt for Grok Imagine describing a dramatic cinematic sequence. It features an East Asian female cyborg warrior in a dystopian city, focusing on close-ups of her damaged armor, glowing red cybernetic eyes, and culminating in her activating thrusters and launching into the air.","A dramatic cinematic sequence featuring a fierce East Asian female cyborg warrior with short black bob hair in a dystopian futuristic city under a smoky, overcast sky. The video begins with a close-up on her sleek black robotic right hand, detailed metallic fingers with glowing red lights pulsing along the joints, subtle scratches and battle damage visible on the armor.
The camera slowly tilts upward, revealing her heavily damaged yet powerful full-body tactical cybernetic armor — matte black with red glowing accents, exposed mechanical parts, and blood stains on her face. Her face shows intense emotion: furrowed brows, blood dripping from her mouth and cuts on her cheek, glowing red cybernetic eyes with horizontal red light beams scanning across them. She blinks slowly, her expression shifting from pain to determination.
She gradually stands taller in the ruined urban battlefield filled with smoke, distant fires, and destroyed buildings. She puts on a sleek black tactical helmet with a dark visor. The camera pulls back to a full-body shot as she turns her body confidently, revealing the full armor design with shoulder pads, thigh holsters, and back-mounted weapons. Red energy lines pulse across her suit.
In the final moments, she activates her thrusters — bright orange-white flames burst from her hands and feet. She launches powerfully into the air, ascending rapidly above the destroyed cityscape as explosions and thick black smoke trails fill the background. Epic, intense, cyberpunk atmosphere, highly detailed, cinematic lighting, slow-motion elements mixed with dynamic movement, dark moody color grading with strong contrast on the red glows.
cinematic, ultra realistic, 8k, photorealistic, dramatic lighting, film grain, intense action sequence, 12 seconds, smooth camera movement, slow tilt up then pull back, final rocket launch",https://x.com/ThoughCreator/status/2041307525140881679,2026-04-07T00:10:14.000Z,"{""name"":""Thoughts Creator"",""link"":""https://x.com/ThoughCreator""}",[],[],"[{""id"":""69d609ffbc8b5d00045578d8"",""url"":""https://video.twimg.com/ext_tw_video/2041307438989856768/pu/vid/avc1/720x1280/f1bYbUOxo6DuiEVv.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2041307438989856768/pu/img/FGz-3616uhROCqTd.jpg"",""caption"":null}]"
2950,Highly detailed 3D Art Deco embroidery of an elegant young woman and a white fox,"A detailed video generation prompt for Grok Imagine describing a highly detailed 3D Art Deco embroidery scene. It features a slender young woman and a white fox sitting on a terrace overlooking a cityscape at dusk, focusing on specific embroidered textures, colors, and cinematic rendering details.","Highly detailed 3D Art Deco embroidery of an elegant slender young woman with a very long thin neck, gracefully sitting together with a graceful white fox on a luxurious Art Deco terrace overlooking a vibrant cityscape at dusk. The woman has flowing wavy side-swept silky white Art Deco hairstyle, embroidered deep blue eyes with long delicate lashes, tiny bright orange lips, and pure soft white embroidered skin. She wears a sophisticated dark blue dress with orange geometric Art Deco patterns on the shoulders and an elegant round gold-bordered collar featuring a deep turquoise center. Beside her sits a graceful white fox with expressive golden eyes and intricate bright gold patterns on its neck and ears. Exceptionally smooth satin stitch technique, seamless solid colors, no black outlines or contours, soft luxurious embroidered texture. Intricate fine Art Deco patterns in shimmering bright turquoise, gold, and white in the cityscape background. Rich, vibrant color palette, museum-quality embroidery, ultra-detailed, 8K resolution. 3D embroidery rendered in Octane Render, cinematic lighting, elegant and refined atmosphere.",https://x.com/iamhappy2026/status/2041665470710083929,2026-04-07T23:52:35.000Z,"{""name"":""✨AI Art Fun✨"",""link"":""https://x.com/iamhappy2026""}","[""https://pbs.twimg.com/media/HFVz1L2bYAA-rl-.jpg""]",[],"[{""id"":""69d609ffbc8b5d00045578d7"",""url"":""https://video.twimg.com/amplify_video/2041665377378430976/vid/avc1/720x1072/KxFTQohgcx-LWWJi.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041665377378430976/img/XT0Jyat0Ric657h9.jpg"",""caption"":null}]"
2949,Doctor Who Dalek Family Scenario,"A Grok Imagine prompt based on the Doctor Who universe, setting up a narrative where a gold Dalek is the parent and a blue Dalek is the child who aspires to become a Doctor.",The gold Dalek is the parent. The blue DALEK is the child who wants to grow up to be a Doctor.,https://x.com/DragonFlam7530/status/2041638360540643492,2026-04-07T22:04:51.000Z,"{""name"":""Master"",""link"":""https://x.com/DragonFlam7530""}",[],[],"[{""id"":""69d609fd9949510004c6d586"",""url"":""https://video.twimg.com/amplify_video/2041638304916049920/vid/avc1/720x720/6acTeFJU_H4SDZ5h.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041638304916049920/img/6CNRI9d8eEJKB9V9.jpg"",""caption"":null}]"
2948,Surreal Sci-Fi Video Prompt: Giant Alligators Chasing a Silver Bowl,"A highly descriptive and surreal Grok Imagine prompt detailing a scene looking down on a dark city from an overpass, where two skyscraper-sized green bipedal alligators are running in place, chasing a silver bowl full of bright white light balanced on a woman's head.",Looking down on a dark city while standing on black asphalt over pass seeing Two green bipedal alligators as big as sky scrapers   Running in place from left to right chasing after a silver bowl full of bright white light on top of the head of a woma...,https://x.com/Abby_Sariah/status/2041592196575719783,2026-04-07T19:01:25.000Z,"{""name"":""♥️🤍💙 Abigail"",""link"":""https://x.com/Abby_Sariah""}",[],[],"[{""id"":""69d609fb9c694100049b814b"",""url"":""https://video.twimg.com/amplify_video/2041592065721810944/vid/avc1/464x688/qh_y2wEsOfKoZMeI.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041592065721810944/img/0qIvOPoLRXngK0Z3.jpg"",""caption"":null}]"
2947,Cinematic Night Scene with Guitarist and Floating Musical Notes,"A Grok Imagine prompt describing a serene, cinematic night scene featuring pine trees, a lake under a full moon, a small Airstream camper, and a woman playing a guitar on the beach, with musical notes floating up from the guitar and circling the moon.","Pine trees in background , lake full moon , small airstream type camper off to one side, 
Small campfire on beach, woman staring on beach playing guitar, musical notes float up from the guitar and circle the moon",https://x.com/HawkinsonLindy/status/2041353539390472400,2026-04-07T03:13:04.000Z,"{""name"":""Lindy Hawkinson"",""link"":""https://x.com/HawkinsonLindy""}",[],[],"[{""id"":""69d609fa9c694100049b814a"",""url"":""https://video.twimg.com/amplify_video/2041353465478500352/vid/avc1/720x1072/dUdggmLgzDP_GxkF.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041353465478500352/img/ii00weZslHtaKlVv.jpg"",""caption"":null}]"
2946,Cinematic Shot of a Colossal Dyson Sphere,"A Grok Imagine prompt for generating a cinematic, detailed video shot of a colossal Dyson Sphere, emphasizing epic scale, intense warm orange-amber color grading, diffused volumetric hazy lighting, and dramatic silhouettes.","Cinematic detailed shot of a colossal Dyson Sphere, epic sense of scale end depth, intense warm orange-amber color grading, diffused volumetric hazy lighting, soft golden glows, dramatic silhouettes and deep shadows, cinematic wide framing with layer...",https://x.com/gupta_kuma18179/status/2041576480380219423,2026-04-07T17:58:58.000Z,"{""name"":""Nitish kumar gupta"",""link"":""https://x.com/gupta_kuma18179""}",[],[],"[{""id"":""69d609f99949510004c6d585"",""url"":""https://video.twimg.com/amplify_video/2041576372917956612/vid/avc1/1280x720/m6jVIZuBXekHvQT7.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041576372917956612/img/Yi5xLcRGpWpXfaJM.jpg"",""caption"":null}]"
2945,Ultra-Realistic Portrait Inspired by Ancient Greek Sculpture,"A Grok Imagine prompt for generating an ultra-realistic, cinematic portrait video of a divine woman inspired by ancient Greek sculpture, featuring marble-like skin, flowing white drapery, and a setting within a colossal ancient temple with soft sunlight beams, emphasizing hyper-detailed textures and classical beauty.","Ultra realistic portrait of a divine woman inspired by ancient Greek sculpture, smooth marble like skin with subtle lifelike warmth, long flowing white drapery dress, standing in a colossal ancient temple with broken columns and soft sunlight beams, golden ratio composition, serene yet powerful gaze, cinematic lighting, hyper detailed textures, timeless classical beauty, 8k.",https://x.com/VOLDEMORT2X/status/2041517107758649765,2026-04-07T14:03:02.000Z,"{""name"":""SPACELESS"",""link"":""https://x.com/VOLDEMORT2X""}",[],[],"[{""id"":""69d609f79c694100049b8149"",""url"":""https://video.twimg.com/amplify_video/2041516929605840896/vid/avc1/720x1072/EszCwoWopqxx9Noq.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041516929605840896/img/Lnzs_x3UcxIH7ZX_.jpg"",""caption"":null}]"
2944,Contemplative video generation prompt: Man staring out a window,"A descriptive prompt for Grok Imagine focusing on a contemplative scene: a man looking up from his book, staring out a window, deep in thought, with the sun illuminating his face.","he looks up from his book and stares out of the window, deep in thoughts and contemplative, the sun illuminates his face",https://x.com/Patriotslang/status/2041426574705139990,2026-04-07T08:03:17.000Z,"{""name"":""TruePatriot🇺🇸"",""link"":""https://x.com/Patriotslang""}",[],[],"[{""id"":""69d609f69c694100049b8148"",""url"":""https://video.twimg.com/amplify_video/2041426521651388416/vid/avc1/464x688/kOY0p9g4e9jrjVL1.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041426521651388416/img/fdNyPpWiCeSBlOkU.jpg"",""caption"":null}]"
2943,Video generation prompt focusing on camera movement and depth of field,"A detailed prompt for Grok Imagine specifying camera movement (panning into detail), focus (dandelions softly moving in the wind), and depth of field (man running away, not in focus).","the camera pans into a detail of the dandelions softly moving in the wind as the man runs away, not in focus",https://x.com/iadventurejacek/status/2041463240190840905,2026-04-07T10:28:59.000Z,"{""name"":""Jacek"",""link"":""https://x.com/iadventurejacek""}",[],[],"[{""id"":""69d609f59949510004c6d584"",""url"":""https://video.twimg.com/amplify_video/2041463103943016448/vid/avc1/464x688/H8oWlIpkOK54qqgJ.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041463103943016448/img/HKquuN1CbFGeZMnx.jpg"",""caption"":null}]"
2942,"Chaotic, cinematic video generation prompt: Raccoon riding a cat tornado","A highly imaginative and detailed prompt for Grok Imagine featuring a raccoon wearing sunglasses riding a tornado composed of cats through a city, with confetti raining down, emphasizing fun, chaotic energy, and cinematic slow-motion.","A raccoon wearing sunglasses riding a tornado of cats through a city, confetti raining, fun chaotic energy, cinematic slow-motion.",https://x.com/akn_pkl/status/2041539828236308825,2026-04-07T15:33:19.000Z,"{""name"":""Sir Börtecine 🧋🐈"",""link"":""https://x.com/akn_pkl""}",[],[],"[{""id"":""69d609f49c694100049b8147"",""url"":""https://video.twimg.com/ext_tw_video/2041539783718260737/pu/vid/avc1/1300x720/BhmNHd-C1tP2YLzz.mp4?tag=22"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2041539783718260737/pu/img/cV-JrZ9l3ra34tKb.jpg"",""caption"":null}]"
2941,Cinematic video generation prompt: Cybernetic netrunner hacking,"A detailed, cinematic prompt for Grok Imagine describing a lone cybernetic netrunner hacking into a forbidden orbital mainframe from a derelict space station, featuring holographic data and glitch effects.","A lone cybernetic netrunner hacking into a forbidden orbital mainframe from a derelict space station, surrounded by floating holographic data and glitch effects.",https://x.com/SoyAlb3rT/status/2041594749186982288,2026-04-07T19:11:33.000Z,"{""name"":""SoyAlb3rT"",""link"":""https://x.com/SoyAlb3rT""}",[],[],"[{""id"":""69d609f3bc8b5d00045578d6"",""url"":""https://video.twimg.com/amplify_video/2041594295233220609/vid/avc1/1280x720/47EgWlxMRfLqKHIC.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041594295233220609/img/SjSmjbIhZjmgTVpA.jpg"",""caption"":null}]"
2940,Video generation prompt for a model mounting a horse,"This prompt generates a video clip focusing on a model slowly mounting a horse, with the camera remaining stationary to emphasize the action and movement.","Let’s Ride…

Yes…ride captain ride…

The camera remains stationary as the model slowly lowers herself onto the horse's back.",https://x.com/Danuel_san/status/2041348495047823415,2026-04-07T02:53:02.000Z,"{""name"":""Self-Improvement from the top"",""link"":""https://x.com/Danuel_san""}",[],[],"[{""id"":""69d609f17a7294000427a13e"",""url"":""https://video.twimg.com/amplify_video/2041348439137832960/vid/avc1/464x688/F4LEpjcVIp4IrRKB.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041348439137832960/img/In2rxeQQexFmvDFp.jpg"",""caption"":null}]"
2939,Baby Classroom Discussion Video,"A video generation prompt for Grok Imagine specifying a 'SCENE LOCK' (fixed framing with subtle digital push-in) of babies interacting in a classroom setting, gesturing and 'talking' as if discussing courses, with one baby presenting, using soft motion and natural lighting.","SCENE LOCK: same base framing with a very subtle digital push-in toward the center classroom area; babies interacting, gesturing, and “talking” to each other as if discussing courses, one baby at front presenting; soft motion, natural lighting, gentl...",https://x.com/gpimpmyspace/status/2041591605824778673,2026-04-07T18:59:04.000Z,"{""name"":""Greenpimpmyspace"",""link"":""https://x.com/gpimpmyspace""}",[],[],"[{""id"":""69d609efbc8b5d00045578d5"",""url"":""https://video.twimg.com/amplify_video/2041591471992926208/vid/avc1/720x1280/UCo89b5scz_Bv8Rq.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041591471992926208/img/u8ctCGmwjpxzNsid.jpg"",""caption"":null}]"
2938,Video generation prompt featuring Grok comedians and political figures,"A prompt for Grok Imagine to generate a video where 'Grok comedians' mock Donald Trump, who then responds to the 'fake news media.' The prompt includes several emojis suggesting a chaotic, dramatic, or humorous tone.",Grok comedians make fun of Trump let Trump x4 talk back to the fake news media 🌶️🪬🤫⛳️🎬🕶️☎️🍷🚀,https://x.com/princeduduamir/status/2041589038059323700,2026-04-07T18:48:52.000Z,"{""name"":""Amir Prince"",""link"":""https://x.com/princeduduamir""}",[],[],"[{""id"":""69d609ef9c694100049b8146"",""url"":""https://video.twimg.com/amplify_video/2041588926155255809/vid/avc1/640x480/KQrYDTa4byp2mKvy.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041588926155255809/img/yMvbJz68ysVzAoih.jpg"",""caption"":null}]"
2937,Levitating Gooey Cube Prompt,"The Grok Imagine Prompt of the Day, describing a levitating cube of glowing, translucent gooey substance in front of a wizard in a dark room.","""levitating cube of glowing and translucent gooey substance in front of a wizard in his dark room.""",https://x.com/ThothScribe/status/2041635112320917976,2026-04-07T21:51:57.000Z,"{""name"":""Thoth Scribe"",""link"":""https://x.com/ThothScribe""}",[],[],"[{""id"":""69d609ed9c694100049b8145"",""url"":""https://video.twimg.com/amplify_video/2041635014719500291/vid/avc1/752x416/o9Z0esjhHj9g3pt6.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041635014719500291/img/whV0Y2QkFRIqT1bT.jpg"",""caption"":null}]"
2936,Red Energy Ball Lighting Up Text Boxes,"A video generation prompt for Grok Imagine describing a red ball of energy emerging from an electrical outlet, traveling through wires, and then moving around black boxes of words, lighting up the text inside each box sequentially.","Show a red ball of energy coming out of the electrical outlet into the wires, traveling up, then around each black box of words. It should light up the words in the box, making them shine bright, then move to the next box, repeating lighting it up. R...",https://x.com/Inquiringmind53/status/2041609473954083325,2026-04-07T20:10:04.000Z,"{""name"":""InquiringMind"",""link"":""https://x.com/Inquiringmind53""}",[],[],"[{""id"":""69d609ed9c694100049b8144"",""url"":""https://video.twimg.com/amplify_video/2041609424331272193/vid/avc1/752x416/lsW9lWcQHeo4cZQT.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041609424331272193/img/GFcJe69Ig_4lHByl.jpg"",""caption"":null}]"
2935,Metallic Scale Cat Prompt,"A prompt for Grok Imagine to create a cat with metallic scales, posing on a column with a dramatic background and cinematic grading.","Create a cat but instead of fur, it has metallic scales. The cat must be posing on top of a column with a dramatic background. Cinematic grading.",https://x.com/SoloBucket/status/2041631411837239609,2026-04-07T21:37:14.000Z,"{""name"":""Raymond du Plooy"",""link"":""https://x.com/SoloBucket""}",[],[],"[{""id"":""69d609ebbc8b5d00045578d4"",""url"":""https://video.twimg.com/amplify_video/2041631336029421568/vid/avc1/1280x720/c2FpnbL0gnn1Jriv.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041631336029421568/img/TmclI5MjgZ_pQmRM.jpg"",""caption"":null}]"
2934,Cat Jumping and Talking Video Prompt,"A detailed prompt for Grok Imagine to create a video of a cat jumping towards the camera, talking, smiling, and wiggling its tail.",Make cat jump towards camera talking saying “I love you” with a big smile tail wiggles....❤️💋🌹Willis  one of my fur babies 😻,https://x.com/Jessica39627125/status/2041559978029248567,2026-04-07T16:53:23.000Z,"{""name"":""Jessica Longo"",""link"":""https://x.com/Jessica39627125""}",[],[],"[{""id"":""69d609eabc8b5d00045578d3"",""url"":""https://video.twimg.com/amplify_video/2041559914632355840/vid/avc1/480x640/rvc2_Q8n1nXYyDZA.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041559914632355840/img/GsKjGyNy4bjeaE2g.jpg"",""caption"":null}]"
2882,Shogi Gold General Charging Animation,"A detailed prompt for Grok Imagine to generate a 15-20 second short animation video about a shogi piece, the 'Kinsho' (Gold General), aggressively charging the enemy lines, rendered in a watercolor and fantasy SF style with golden light particles. The prompt specifies the title, style, length, and key visual points.","タイトル：「鬼金将の神託 ～天界より降臨し、静かに敵陣を制する～」
•  スタイル：水彩画風＋幻想的な金色の光粒子をメインにしたSFファンタジー
•  長さ：約15〜20秒のショートアニメーション動画
•  最大の見どころ：
•  序盤：静かな宇宙空間に中飛車陣形が浮かび上がる
•  中盤：後手の金将が前面に積極的に突撃する様子を、金色の光の軌跡で力強く美しく表現（「鬼金将」の迫力と優雅さを両立）
•  クライマックス：金将が敵陣を静かに、しかし容赦なく破壊しながら優勢を拡大
•  終盤...",https://x.com/rubensutsuyosi/status/2041155018099945644,2026-04-06T14:04:13.000Z,"{""name"":""後藤強士"",""link"":""https://x.com/rubensutsuyosi""}",[],[],"[{""id"":""69d4ba65eb53260004fbb92f"",""url"":""https://video.twimg.com/amplify_video/2041154707494948864/vid/avc1/464x688/RZP8v6xC-EGkiqqS.mp4?tag=24"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2041154707494948864/img/38wX2D_2QALpmmCm.jpg"",""caption"":null}]"
